year,category,nominee,winner
1950,SHORT SUBJECT (One-reel),Spills and Chills,False
1950,SHORT SUBJECT (One-reel),Water Trix,False
1950,SHORT SUBJECT (Two-reel),The Boy and the Eagle,False
1950,SHORT SUBJECT (Two-reel),Chase of Death,False
1950,SHORT SUBJECT (Two-reel),The Grass Is Always Greener,False
1950,SHORT SUBJECT (Two-reel),Snow Carnival,False
1950,SHORT SUBJECT (Two-reel),Van Gogh,True
1950,SOUND RECORDING,"Once More, My Darling",False
1950,SOUND RECORDING,Sands of Iwo Jima,False
1950,SOUND RECORDING,Twelve O'Clock High,True
1950,SPECIAL EFFECTS,Mighty Joe Young,True
1950,SPECIAL EFFECTS,Tulsa,False
1950,WRITING (Motion Picture Story),Come to the Stable,False
1950,WRITING (Motion Picture Story),It Happens Every Spring,False
1950,WRITING (Motion Picture Story),Sands of Iwo Jima,False
1950,WRITING (Motion Picture Story),The Stratton Story,True
1950,WRITING (Motion Picture Story),White Heat,False
1950,WRITING (Screenplay),All the King's Men,False
1950,WRITING (Screenplay),The Bicycle Thief,False
1950,WRITING (Screenplay),Champion,False
1950,WRITING (Screenplay),The Fallen Idol,False
1950,WRITING (Screenplay),A Letter to Three Wives,True
1950,WRITING (Story and Screenplay),Battleground,True
1950,WRITING (Story and Screenplay),Jolson Sings Again,False
1950,WRITING (Story and Screenplay),Paisan,False
1950,WRITING (Story and Screenplay),Passport to Pimlico,False
1950,WRITING (Story and Screenplay),The Quiet One,False
1950,SPECIAL FOREIGN LANGUAGE FILM AWARD,The Bicycle Thief,True
1950,SPECIAL AWARD,,True
1950,SPECIAL AWARD,,True
1950,SPECIAL AWARD,,True
1950,SPECIAL AWARD,,True
1951,ACTOR,The Magnificent Yankee,False
1951,ACTOR,Cyrano de Bergerac,True
1951,ACTOR,Sunset Blvd.,False
1951,ACTOR,Harvey,False
1951,ACTOR,Father of the Bride,False
1951,ACTOR IN A SUPPORTING ROLE,Broken Arrow,False
1951,ACTOR IN A SUPPORTING ROLE,Mister 880,False
1951,ACTOR IN A SUPPORTING ROLE,The Asphalt Jungle,False
1951,ACTOR IN A SUPPORTING ROLE,All about Eve,True
1951,ACTOR IN A SUPPORTING ROLE,Sunset Blvd.,False
1951,ACTRESS,All about Eve,False
1951,ACTRESS,All about Eve,False
1951,ACTRESS,Born Yesterday,True
1951,ACTRESS,Caged,False
1951,ACTRESS,Sunset Blvd.,False
1951,ACTRESS IN A SUPPORTING ROLE,Caged,False
1951,ACTRESS IN A SUPPORTING ROLE,All about Eve,False
1951,ACTRESS IN A SUPPORTING ROLE,Harvey,True
1951,ACTRESS IN A SUPPORTING ROLE,Sunset Blvd.,False
1951,ACTRESS IN A SUPPORTING ROLE,All about Eve,False
1951,ART DIRECTION (Black-and-White),All about Eve,False
1951,ART DIRECTION (Black-and-White),The Red Danube,False
1951,ART DIRECTION (Black-and-White),Sunset Blvd.,True
1951,ART DIRECTION (Color),Annie Get Your Gun,False
1951,ART DIRECTION (Color),Destination Moon,False
1951,ART DIRECTION (Color),Samson and Delilah,True
1951,CINEMATOGRAPHY (Black-and-White),All about Eve,False
1951,CINEMATOGRAPHY (Black-and-White),The Asphalt Jungle,False
1951,CINEMATOGRAPHY (Black-and-White),The Furies,False
1951,CINEMATOGRAPHY (Black-and-White),Sunset Blvd.,False
1951,CINEMATOGRAPHY (Black-and-White),The Third Man,True
1951,CINEMATOGRAPHY (Color),Annie Get Your Gun,False
1951,CINEMATOGRAPHY (Color),Broken Arrow,False
1951,CINEMATOGRAPHY (Color),The Flame and the Arrow,False
1951,CINEMATOGRAPHY (Color),King Solomon's Mines,True
1951,CINEMATOGRAPHY (Color),Samson and Delilah,False
1951,COSTUME DESIGN (Black-and-White),All about Eve,True
1951,COSTUME DESIGN (Black-and-White),Born Yesterday,False
1951,COSTUME DESIGN (Black-and-White),The Magnificent Yankee,False
1951,COSTUME DESIGN (Color),The Black Rose,False
1951,COSTUME DESIGN (Color),Samson and Delilah,True
1951,COSTUME DESIGN (Color),That Forsyte Woman,False
1951,DIRECTING,All about Eve,True
1951,DIRECTING,The Asphalt Jungle,False
1951,DIRECTING,Born Yesterday,False
1951,DIRECTING,Sunset Blvd.,False
1951,DIRECTING,The Third Man,False
1951,DOCUMENTARY (Feature),The Titan: Story of Michelangelo,True
1951,DOCUMENTARY (Feature),With These Hands,False
1951,DOCUMENTARY (Short Subject),The Fight: Science against Cancer,False
1951,DOCUMENTARY (Short Subject),The Stairs,False
1951,DOCUMENTARY (Short Subject),Why Korea?,True
1951,FILM EDITING,All about Eve,False
1951,FILM EDITING,Annie Get Your Gun,False
1951,FILM EDITING,King Solomon's Mines,True
1951,FILM EDITING,Sunset Blvd.,False
1951,FILM EDITING,The Third Man,False
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),All about Eve,False
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),The Flame and the Arrow,False
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),No Sad Songs for Me,False
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Samson and Delilah,False
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Sunset Blvd.,True
1951,MUSIC (Scoring of a Musical Picture),Annie Get Your Gun,True
1951,MUSIC (Scoring of a Musical Picture),Cinderella,False
1951,MUSIC (Scoring of a Musical Picture),I'll Get By,False
1951,MUSIC (Scoring of a Musical Picture),Three Little Words,False
1951,MUSIC (Scoring of a Musical Picture),The West Point Story,False
1951,MUSIC (Song),The Toast of New Orleans,False
1951,MUSIC (Song),Cinderella,False
1951,MUSIC (Song),"Captain Carey, U.S.A.",True
1951,MUSIC (Song),Singing Guns,False
1951,MUSIC (Song),Wabash Avenue,False
1951,BEST MOTION PICTURE,All about Eve,True
1951,BEST MOTION PICTURE,Born Yesterday,False
1951,BEST MOTION PICTURE,Father of the Bride,False
1951,BEST MOTION PICTURE,King Solomon's Mines,False
1951,BEST MOTION PICTURE,Sunset Blvd.,False
1951,SHORT SUBJECT (Cartoon),Gerald McBoing-Boing,True
1951,SHORT SUBJECT (Cartoon),Jerry's Cousin,False
1951,SHORT SUBJECT (Cartoon),Trouble Indemnity,False
1951,SHORT SUBJECT (One-reel),Blaze Busters,False
1951,SHORT SUBJECT (One-reel),Grandad of Races,True
1951,SHORT SUBJECT (One-reel),Wrong Way Butch,False
1951,SHORT SUBJECT (Two-reel),Grandma Moses,False
1951,SHORT SUBJECT (Two-reel),In Beaver Valley,True
1951,SHORT SUBJECT (Two-reel),My Country 'Tis of Thee,False
1951,SOUND RECORDING,All about Eve,True
1951,SOUND RECORDING,Cinderella,False
1951,SOUND RECORDING,Louisa,False
1951,SOUND RECORDING,Our Very Own,False
1951,SOUND RECORDING,Trio,False
1951,SPECIAL EFFECTS,Destination Moon,True
1951,SPECIAL EFFECTS,Samson and Delilah,False
1951,WRITING (Motion Picture Story),Bitter Rice,False
1951,WRITING (Motion Picture Story),The Gunfighter,False
1951,WRITING (Motion Picture Story),Mystery Street,False
1951,WRITING (Motion Picture Story),Panic in the Streets,True
1951,WRITING (Motion Picture Story),When Willie Comes Marching Home,False
1951,WRITING (Screenplay),All about Eve,True
1951,WRITING (Screenplay),The Asphalt Jungle,False
1951,WRITING (Screenplay),Born Yesterday,False
1951,WRITING (Screenplay),Broken Arrow,False
1951,WRITING (Screenplay),Father of the Bride,False
1951,WRITING (Story and Screenplay),Adam's Rib,False
1951,WRITING (Story and Screenplay),Caged,False
1951,WRITING (Story and Screenplay),The Men,False
1951,WRITING (Story and Screenplay),No Way Out,False
1951,WRITING (Story and Screenplay),Sunset Blvd.,True
1951,HONORARY FOREIGN LANGUAGE FILM AWARD,The Walls of Malapaga,True
1951,HONORARY AWARD,,True
1951,HONORARY AWARD,,True
1951,IRVING G. THALBERG MEMORIAL AWARD,,True
1952,ACTOR,The African Queen,True
1952,ACTOR,A Streetcar Named Desire,False
1952,ACTOR,A Place in the Sun,False
1952,ACTOR,Bright Victory,False
1952,ACTOR,Death of a Salesman,False
1952,ACTOR IN A SUPPORTING ROLE,Quo Vadis,False
1952,ACTOR IN A SUPPORTING ROLE,Death of a Salesman,False
1952,ACTOR IN A SUPPORTING ROLE,A Streetcar Named Desire,True
1952,ACTOR IN A SUPPORTING ROLE,Quo Vadis,False
1952,ACTOR IN A SUPPORTING ROLE,Come Fill the Cup,False
1952,ACTRESS,The African Queen,False
1952,ACTRESS,A Streetcar Named Desire,True
1952,ACTRESS,Detective Story,False
1952,ACTRESS,A Place in the Sun,False
1952,ACTRESS,The Blue Veil,False
1952,ACTRESS IN A SUPPORTING ROLE,The Blue Veil,False
1952,ACTRESS IN A SUPPORTING ROLE,Death of a Salesman,False
1952,ACTRESS IN A SUPPORTING ROLE,Detective Story,False
1952,ACTRESS IN A SUPPORTING ROLE,A Streetcar Named Desire,True
1952,ACTRESS IN A SUPPORTING ROLE,The Mating Season,False
1952,ART DIRECTION (Black-and-White),Fourteen Hours,False
1952,ART DIRECTION (Black-and-White),House on Telegraph Hill,False
1952,ART DIRECTION (Black-and-White),La Ronde,False
1952,ART DIRECTION (Black-and-White),A Streetcar Named Desire,True
1952,ART DIRECTION (Black-and-White),Too Young to Kiss,False
1952,ART DIRECTION (Color),An American in Paris,True
1952,ART DIRECTION (Color),David and Bathsheba,False
1952,ART DIRECTION (Color),On the Riviera,False
1952,ART DIRECTION (Color),Quo Vadis,False
1952,ART DIRECTION (Color),Tales of Hoffmann,False
1952,CINEMATOGRAPHY (Black-and-White),Death of a Salesman,False
1952,CINEMATOGRAPHY (Black-and-White),The Frogmen,False
1952,CINEMATOGRAPHY (Black-and-White),A Place in the Sun,True
1952,CINEMATOGRAPHY (Black-and-White),Strangers on a Train,False
1952,CINEMATOGRAPHY (Black-and-White),A Streetcar Named Desire,False
1952,CINEMATOGRAPHY (Color),An American in Paris,True
1952,CINEMATOGRAPHY (Color),David and Bathsheba,False
1952,CINEMATOGRAPHY (Color),Quo Vadis,False
1952,CINEMATOGRAPHY (Color),Show Boat,False
1952,CINEMATOGRAPHY (Color),When Worlds Collide,False
1952,COSTUME DESIGN (Black-and-White),Kind Lady,False
1952,COSTUME DESIGN (Black-and-White),The Model and the Marriage Broker,False
1952,COSTUME DESIGN (Black-and-White),The Mudlark,False
1952,COSTUME DESIGN (Black-and-White),A Place in the Sun,True
1952,COSTUME DESIGN (Black-and-White),A Streetcar Named Desire,False
1952,COSTUME DESIGN (Color),An American in Paris,True
1952,COSTUME DESIGN (Color),David and Bathsheba,False
1952,COSTUME DESIGN (Color),The Great Caruso,False
1952,COSTUME DESIGN (Color),Quo Vadis,False
1952,COSTUME DESIGN (Color),Tales of Hoffmann,False
1952,DIRECTING,The African Queen,False
1952,DIRECTING,An American in Paris,False
1952,DIRECTING,Detective Story,False
1952,DIRECTING,A Place in the Sun,True
1952,DIRECTING,A Streetcar Named Desire,False
1952,DOCUMENTARY (Feature),I Was a Communist for the F.B.I.,False
1952,DOCUMENTARY (Feature),Kon-Tiki,True
1952,DOCUMENTARY (Short Subject),Benjy,True
1952,DOCUMENTARY (Short Subject),One Who Came Back,False
1952,DOCUMENTARY (Short Subject),The Seeing Eye,False
1952,FILM EDITING,An American in Paris,False
1952,FILM EDITING,Decision before Dawn,False
1952,FILM EDITING,A Place in the Sun,True
1952,FILM EDITING,Quo Vadis,False
1952,FILM EDITING,The Well,False
1952,MUSIC (Music Score of a Dramatic or Comedy Picture),David and Bathsheba,False
1952,MUSIC (Music Score of a Dramatic or Comedy Picture),Death of a Salesman,False
1952,MUSIC (Music Score of a Dramatic or Comedy Picture),A Place in the Sun,True
1952,MUSIC (Music Score of a Dramatic or Comedy Picture),Quo Vadis,False
1952,MUSIC (Music Score of a Dramatic or Comedy Picture),A Streetcar Named Desire,False
1952,MUSIC (Scoring of a Musical Picture),Alice in Wonderland,False
1952,MUSIC (Scoring of a Musical Picture),An American in Paris,True
1952,MUSIC (Scoring of a Musical Picture),The Great Caruso,False
1952,MUSIC (Scoring of a Musical Picture),On the Riviera,False
1952,MUSIC (Scoring of a Musical Picture),Show Boat,False
1952,MUSIC (Song),Here Comes the Groom,True
1952,MUSIC (Song),The Strip,False
1952,MUSIC (Song),Golden Girl,False
1952,MUSIC (Song),Royal Wedding,False
1952,MUSIC (Song),"Rich, Young and Pretty",False
1952,BEST MOTION PICTURE,An American in Paris,True
1952,BEST MOTION PICTURE,Decision before Dawn,False
1952,BEST MOTION PICTURE,A Place in the Sun,False
1952,BEST MOTION PICTURE,Quo Vadis,False
1952,BEST MOTION PICTURE,A Streetcar Named Desire,False
1952,SHORT SUBJECT (Cartoon),"Lambert, the Sheepish Lion",False
1952,SHORT SUBJECT (Cartoon),Rooty Toot Toot,False
1952,SHORT SUBJECT (Cartoon),The Two Mouseketeers,True
1952,SHORT SUBJECT (One-reel),Ridin' the Rails,False
1952,SHORT SUBJECT (One-reel),The Story of Time,False
1952,SHORT SUBJECT (One-reel),World of Kids,True
1952,SHORT SUBJECT (Two-reel),Balzac,False
1952,SHORT SUBJECT (Two-reel),Danger under the Sea,False
1952,SHORT SUBJECT (Two-reel),Nature's Half Acre,True
1952,SOUND RECORDING,Bright Victory,False
1952,SOUND RECORDING,The Great Caruso,True
1952,SOUND RECORDING,I Want You,False
1952,SOUND RECORDING,A Streetcar Named Desire,False
1952,SOUND RECORDING,Two Tickets to Broadway,False
1952,SPECIAL EFFECTS,When Worlds Collide,True
1952,WRITING (Motion Picture Story),Bullfighter and the Lady,False
1952,WRITING (Motion Picture Story),The Frogmen,False
1952,WRITING (Motion Picture Story),Here Comes the Groom,False
1952,WRITING (Motion Picture Story),Seven Days to Noon,True
1952,WRITING (Motion Picture Story),Teresa,False
1952,WRITING (Screenplay),The African Queen,False
1952,WRITING (Screenplay),Detective Story,False
1952,WRITING (Screenplay),La Ronde,False
1952,WRITING (Screenplay),A Place in the Sun,True
1952,WRITING (Screenplay),A Streetcar Named Desire,False
1952,WRITING (Story and Screenplay),An American in Paris,True
1952,WRITING (Story and Screenplay),The Big Carnival,False
1952,WRITING (Story and Screenplay),David and Bathsheba,False
1952,WRITING (Story and Screenplay),Go for Broke!,False
1952,WRITING (Story and Screenplay),The Well,False
1952,HONORARY FOREIGN LANGUAGE FILM AWARD,Rashomon,True
1952,HONORARY AWARD,,True
1952,IRVING G. THALBERG MEMORIAL AWARD,,True
1953,ACTOR,Viva Zapata!,False
1953,ACTOR,High Noon,True
1953,ACTOR,The Bad and the Beautiful,False
1953,ACTOR,Moulin Rouge,False
1953,ACTOR,The Lavender Hill Mob,False
1953,ACTOR IN A SUPPORTING ROLE,My Cousin Rachel,False
1953,ACTOR IN A SUPPORTING ROLE,The Big Sky,False
1953,ACTOR IN A SUPPORTING ROLE,The Quiet Man,False
1953,ACTOR IN A SUPPORTING ROLE,Sudden Fear,False
1953,ACTOR IN A SUPPORTING ROLE,Viva Zapata!,True
1953,ACTRESS,"Come Back, Little Sheba",True
1953,ACTRESS,Sudden Fear,False
1953,ACTRESS,The Star,False
1953,ACTRESS,The Member of the Wedding,False
1953,ACTRESS,With a Song in My Heart,False
1953,ACTRESS IN A SUPPORTING ROLE,The Bad and the Beautiful,True
1953,ACTRESS IN A SUPPORTING ROLE,Singin' in the Rain,False
1953,ACTRESS IN A SUPPORTING ROLE,Moulin Rouge,False
1953,ACTRESS IN A SUPPORTING ROLE,"Come Back, Little Sheba",False
1953,ACTRESS IN A SUPPORTING ROLE,With a Song in My Heart,False
1953,ART DIRECTION (Black-and-White),The Bad and the Beautiful,True
1953,ART DIRECTION (Black-and-White),Carrie,False
1953,ART DIRECTION (Black-and-White),My Cousin Rachel,False
1953,ART DIRECTION (Black-and-White),Rashomon,False
1953,ART DIRECTION (Black-and-White),Viva Zapata!,False
1953,ART DIRECTION (Color),Hans Christian Andersen,False
1953,ART DIRECTION (Color),The Merry Widow,False
1953,ART DIRECTION (Color),Moulin Rouge,True
1953,ART DIRECTION (Color),The Quiet Man,False
1953,ART DIRECTION (Color),The Snows of Kilimanjaro,False
1953,CINEMATOGRAPHY (Black-and-White),The Bad and the Beautiful,True
1953,CINEMATOGRAPHY (Black-and-White),The Big Sky,False
1953,CINEMATOGRAPHY (Black-and-White),My Cousin Rachel,False
1953,CINEMATOGRAPHY (Black-and-White),Navajo,False
1953,CINEMATOGRAPHY (Black-and-White),Sudden Fear,False
1953,CINEMATOGRAPHY (Color),Hans Christian Andersen,False
1953,CINEMATOGRAPHY (Color),Ivanhoe,False
1953,CINEMATOGRAPHY (Color),Million Dollar Mermaid,False
1953,CINEMATOGRAPHY (Color),The Quiet Man,True
1953,CINEMATOGRAPHY (Color),The Snows of Kilimanjaro,False
1953,COSTUME DESIGN (Black-and-White),Affair in Trinidad,False
1953,COSTUME DESIGN (Black-and-White),The Bad and the Beautiful,True
1953,COSTUME DESIGN (Black-and-White),Carrie,False
1953,COSTUME DESIGN (Black-and-White),My Cousin Rachel,False
1953,COSTUME DESIGN (Black-and-White),Sudden Fear,False
1953,COSTUME DESIGN (Color),The Greatest Show on Earth,False
1953,COSTUME DESIGN (Color),Hans Christian Andersen,False
1953,COSTUME DESIGN (Color),The Merry Widow,False
1953,COSTUME DESIGN (Color),Moulin Rouge,True
1953,COSTUME DESIGN (Color),With a Song in My Heart,False
1953,DIRECTING,Five Fingers,False
1953,DIRECTING,The Greatest Show on Earth,False
1953,DIRECTING,High Noon,False
1953,DIRECTING,Moulin Rouge,False
1953,DIRECTING,The Quiet Man,True
1953,DOCUMENTARY (Feature),The Hoaxters,False
1953,DOCUMENTARY (Feature),Navajo,False
1953,DOCUMENTARY (Feature),The Sea around Us,True
1953,DOCUMENTARY (Short Subject),Devil Take Us,False
1953,DOCUMENTARY (Short Subject),The Garden Spider (Epeira Diadema),False
1953,DOCUMENTARY (Short Subject),Man Alive!,False
1953,DOCUMENTARY (Short Subject),Neighbours,True
1953,FILM EDITING,"Come Back, Little Sheba",False
1953,FILM EDITING,Flat Top,False
1953,FILM EDITING,The Greatest Show on Earth,False
1953,FILM EDITING,High Noon,True
1953,FILM EDITING,Moulin Rouge,False
1953,MUSIC (Music Score of a Dramatic or Comedy Picture),High Noon,True
1953,MUSIC (Music Score of a Dramatic or Comedy Picture),Ivanhoe,False
1953,MUSIC (Music Score of a Dramatic or Comedy Picture),Miracle of Fatima,False
1953,MUSIC (Music Score of a Dramatic or Comedy Picture),The Thief,False
1953,MUSIC (Music Score of a Dramatic or Comedy Picture),Viva Zapata!,False
1953,MUSIC (Scoring of a Musical Picture),Hans Christian Andersen,False
1953,MUSIC (Scoring of a Musical Picture),The Jazz Singer,False
1953,MUSIC (Scoring of a Musical Picture),The Medium,False
1953,MUSIC (Scoring of a Musical Picture),Singin' in the Rain,False
1953,MUSIC (Scoring of a Musical Picture),With a Song in My Heart,True
1953,MUSIC (Song),Son of Paleface,False
1953,MUSIC (Song),Because You're Mine,False
1953,MUSIC (Song),High Noon,True
1953,MUSIC (Song),Hans Christian Andersen,False
1953,MUSIC (Song),Just for You,False
1953,BEST MOTION PICTURE,The Greatest Show on Earth,True
1953,BEST MOTION PICTURE,High Noon,False
1953,BEST MOTION PICTURE,Ivanhoe,False
1953,BEST MOTION PICTURE,Moulin Rouge,False
1953,BEST MOTION PICTURE,The Quiet Man,False
1953,SHORT SUBJECT (Cartoon),Johann Mouse,True
1953,SHORT SUBJECT (Cartoon),Little Johnny Jet,False
1953,SHORT SUBJECT (Cartoon),Madeline,False
1953,SHORT SUBJECT (Cartoon),Pink and Blue Blues,False
1953,SHORT SUBJECT (Cartoon),Romance of Transportation,False
1953,SHORT SUBJECT (One-reel),Athletes of the Saddle,False
1953,SHORT SUBJECT (One-reel),Desert Killer,False
1953,SHORT SUBJECT (One-reel),Light in the Window: The Art of Vermeer,True
1953,SHORT SUBJECT (One-reel),Neighbours,False
1953,SHORT SUBJECT (One-reel),Royal Scotland,False
1953,SHORT SUBJECT (Two-reel),Bridge of Time,False
1953,SHORT SUBJECT (Two-reel),Devil Take Us,False
1953,SHORT SUBJECT (Two-reel),Thar She Blows!,False
1953,SHORT SUBJECT (Two-reel),Water Birds,True
1953,SOUND RECORDING,Breaking the Sound Barrier,True
1953,SOUND RECORDING,Hans Christian Andersen,False
1953,SOUND RECORDING,The Promoter,False
1953,SOUND RECORDING,The Quiet Man,False
1953,SOUND RECORDING,With a Song in My Heart,False
1953,SPECIAL EFFECTS,Plymouth Adventure,True
1953,WRITING (Motion Picture Story),The Greatest Show on Earth,True
1953,WRITING (Motion Picture Story),My Son John,False
1953,WRITING (Motion Picture Story),The Narrow Margin,False
1953,WRITING (Motion Picture Story),The Pride of St. Louis,False
1953,WRITING (Motion Picture Story),The Sniper,False
1953,WRITING (Screenplay),The Bad and the Beautiful,True
1953,WRITING (Screenplay),Five Fingers,False
1953,WRITING (Screenplay),High Noon,False
1953,WRITING (Screenplay),The Man in the White Suit,False
1953,WRITING (Screenplay),The Quiet Man,False
1953,WRITING (Story and Screenplay),The Atomic City,False
1953,WRITING (Story and Screenplay),Breaking the Sound Barrier,False
1953,WRITING (Story and Screenplay),The Lavender Hill Mob,True
1953,WRITING (Story and Screenplay),Pat and Mike,False
1953,WRITING (Story and Screenplay),Viva Zapata!,False
1953,HONORARY FOREIGN LANGUAGE FILM AWARD,Forbidden Games,True
1953,HONORARY AWARD,,True
1953,HONORARY AWARD,,True
1953,HONORARY AWARD,,True
1953,HONORARY AWARD,,True
1953,HONORARY AWARD,,True
1953,IRVING G. THALBERG MEMORIAL AWARD,,True
1954,ACTOR,Julius Caesar,False
1954,ACTOR,The Robe,False
1954,ACTOR,From Here to Eternity,False
1954,ACTOR,Stalag 17,True
1954,ACTOR,From Here to Eternity,False
1954,ACTOR IN A SUPPORTING ROLE,Roman Holiday,False
1954,ACTOR IN A SUPPORTING ROLE,Shane,False
1954,ACTOR IN A SUPPORTING ROLE,Shane,False
1954,ACTOR IN A SUPPORTING ROLE,From Here to Eternity,True
1954,ACTOR IN A SUPPORTING ROLE,Stalag 17,False
1954,ACTRESS,Lili,False
1954,ACTRESS,Mogambo,False
1954,ACTRESS,Roman Holiday,True
1954,ACTRESS,From Here to Eternity,False
1954,ACTRESS,The Moon Is Blue,False
1954,ACTRESS IN A SUPPORTING ROLE,Mogambo,False
1954,ACTRESS IN A SUPPORTING ROLE,Hondo,False
1954,ACTRESS IN A SUPPORTING ROLE,Torch Song,False
1954,ACTRESS IN A SUPPORTING ROLE,From Here to Eternity,True
1954,ACTRESS IN A SUPPORTING ROLE,Pickup on South Street,False
1954,ART DIRECTION (Black-and-White),Julius Caesar,True
1954,ART DIRECTION (Black-and-White),Martin Luther,False
1954,ART DIRECTION (Black-and-White),The President's Lady,False
1954,ART DIRECTION (Black-and-White),Roman Holiday,False
1954,ART DIRECTION (Black-and-White),Titanic,False
1954,ART DIRECTION (Color),Knights of the Round Table,False
1954,ART DIRECTION (Color),Lili,False
1954,ART DIRECTION (Color),The Robe,True
1954,ART DIRECTION (Color),The Story of Three Loves,False
1954,ART DIRECTION (Color),Young Bess,False
1954,CINEMATOGRAPHY (Black-and-White),The Four Poster,False
1954,CINEMATOGRAPHY (Black-and-White),From Here to Eternity,True
1954,CINEMATOGRAPHY (Black-and-White),Julius Caesar,False
1954,CINEMATOGRAPHY (Black-and-White),Martin Luther,False
1954,CINEMATOGRAPHY (Black-and-White),Roman Holiday,False
1954,CINEMATOGRAPHY (Color),All the Brothers Were Valiant,False
1954,CINEMATOGRAPHY (Color),Beneath the 12-Mile Reef,False
1954,CINEMATOGRAPHY (Color),Lili,False
1954,CINEMATOGRAPHY (Color),The Robe,False
1954,CINEMATOGRAPHY (Color),Shane,True
1954,COSTUME DESIGN (Black-and-White),The Actress,False
1954,COSTUME DESIGN (Black-and-White),Dream Wife,False
1954,COSTUME DESIGN (Black-and-White),From Here to Eternity,False
1954,COSTUME DESIGN (Black-and-White),The President's Lady,False
1954,COSTUME DESIGN (Black-and-White),Roman Holiday,True
1954,COSTUME DESIGN (Color),The Band Wagon,False
1954,COSTUME DESIGN (Color),Call Me Madam,False
1954,COSTUME DESIGN (Color),How to Marry a Millionaire,False
1954,COSTUME DESIGN (Color),The Robe,True
1954,COSTUME DESIGN (Color),Young Bess,False
1954,DIRECTING,From Here to Eternity,True
1954,DIRECTING,Lili,False
1954,DIRECTING,Roman Holiday,False
1954,DIRECTING,Shane,False
1954,DIRECTING,Stalag 17,False
1954,DOCUMENTARY (Feature),The Conquest of Everest,False
1954,DOCUMENTARY (Feature),The Living Desert,True
1954,DOCUMENTARY (Feature),A Queen Is Crowned,False
1954,DOCUMENTARY (Short Subject),The Alaskan Eskimo,True
1954,DOCUMENTARY (Short Subject),The Living City,False
1954,DOCUMENTARY (Short Subject),Operation Blue Jay,False
1954,DOCUMENTARY (Short Subject),They Planted a Stone,False
1954,DOCUMENTARY (Short Subject),The Word,False
1954,FILM EDITING,Crazylegs,False
1954,FILM EDITING,From Here to Eternity,True
1954,FILM EDITING,The Moon Is Blue,False
1954,FILM EDITING,Roman Holiday,False
1954,FILM EDITING,The War of the Worlds,False
1954,MUSIC (Music Score of a Dramatic or Comedy Picture),Above and Beyond,False
1954,MUSIC (Music Score of a Dramatic or Comedy Picture),From Here to Eternity,False
1954,MUSIC (Music Score of a Dramatic or Comedy Picture),Julius Caesar,False
1954,MUSIC (Music Score of a Dramatic or Comedy Picture),Lili,True
1954,MUSIC (Music Score of a Dramatic or Comedy Picture),This Is Cinerama,False
1954,MUSIC (Scoring of a Musical Picture),The Band Wagon,False
1954,MUSIC (Scoring of a Musical Picture),Calamity Jane,False
1954,MUSIC (Scoring of a Musical Picture),Call Me Madam,True
1954,MUSIC (Scoring of a Musical Picture),"The 5,000 Fingers of Dr. T",False
1954,MUSIC (Scoring of a Musical Picture),Kiss Me Kate,False
1954,MUSIC (Song),The Moon Is Blue,False
1954,MUSIC (Song),Small Town Girl,False
1954,MUSIC (Song),Miss Sadie Thompson,False
1954,MUSIC (Song),Calamity Jane,True
1954,MUSIC (Song),The Caddy,False
1954,BEST MOTION PICTURE,From Here to Eternity,True
1954,BEST MOTION PICTURE,Julius Caesar,False
1954,BEST MOTION PICTURE,The Robe,False
1954,BEST MOTION PICTURE,Roman Holiday,False
1954,BEST MOTION PICTURE,Shane,False
1954,SHORT SUBJECT (Cartoon),Christopher Crumpet,False
1954,SHORT SUBJECT (Cartoon),From A to Z-Z-Z-Z,False
1954,SHORT SUBJECT (Cartoon),Rugged Bear,False
1954,SHORT SUBJECT (Cartoon),The Tell Tale Heart,False
1954,SHORT SUBJECT (Cartoon),"Toot, Whistle, Plunk and Boom",True
1954,SHORT SUBJECT (One-reel),Christ among the Primitives,False
1954,SHORT SUBJECT (One-reel),Herring Hunt,False
1954,SHORT SUBJECT (One-reel),Joy of Living,False
1954,SHORT SUBJECT (One-reel),The Merry Wives of Windsor Overture,True
1954,SHORT SUBJECT (One-reel),Wee Water Wonders,False
1954,SHORT SUBJECT (Two-reel),Bear Country,True
1954,SHORT SUBJECT (Two-reel),Ben and Me,False
1954,SHORT SUBJECT (Two-reel),Return to Glennascaul,False
1954,SHORT SUBJECT (Two-reel),Vesuvius Express,False
1954,SHORT SUBJECT (Two-reel),Winter Paradise,False
1954,SOUND RECORDING,Calamity Jane,False
1954,SOUND RECORDING,From Here to Eternity,True
1954,SOUND RECORDING,Knights of the Round Table,False
1954,SOUND RECORDING,The Mississippi Gambler,False
1954,SOUND RECORDING,The War of the Worlds,False
1954,SPECIAL EFFECTS,The War of the Worlds,True
1954,WRITING (Motion Picture Story),Above and Beyond,False
1954,WRITING (Motion Picture Story),The Captain's Paradise,False
1954,WRITING (Motion Picture Story),Hondo,False
1954,WRITING (Motion Picture Story),Little Fugitive,False
1954,WRITING (Motion Picture Story),Roman Holiday,True
